ID,Năm,Loại chi,Chi chi tiết,Tên đơn vị,"Số tiền
  (triệu đồng)"
906,2005,Chi thường xuyên,Chi sự nghiệp Y tế,Uỷ ban TW Mặt trận Tổ quốc VN,0
907,2005,Chi thường xuyên,Chi sự nghiệp KHCN,Uỷ ban TW Mặt trận Tổ quốc VN,"1,333"
908,2005,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Uỷ ban TW Mặt trận Tổ quốc VN,0
909,2005,Chi thường xuyên,Chi đảm bảo xã hội,Uỷ ban TW Mặt trận Tổ quốc VN,379
910,2005,Chi thường xuyên,Chi sự nghiệp Kinh tế,Uỷ ban TW Mặt trận Tổ quốc VN,399
911,2005,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Uỷ ban TW Mặt trận Tổ quốc VN,"20,073"
912,2005,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Uỷ ban TW Mặt trận Tổ quốc VN,200
913,2005,Chi thường xuyên,Chi khác,Uỷ ban TW Mặt trận Tổ quốc VN,0
914,2005,Chi chương trình mục tiêu,,Uỷ ban TW Mặt trận Tổ quốc VN,"3,544"
915,2005,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tổng liên đoàn LĐ Việt Nam,"66,178"
916,2005,Chi đầu tư phát triển,Chi ĐTPT khác,Tổng liên đoàn LĐ Việt Nam,
917,2005,Chi đầu tư phát triển,Chi dự trữ quốc gia,Tổng liên đoàn LĐ Việt Nam,
918,2005,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tổng liên đoàn LĐ Việt Nam,"10,507"
919,2005,Chi thường xuyên,Chi sự nghiệp Y tế,Tổng liên đoàn LĐ Việt Nam,0
920,2005,Chi thường xuyên,Chi sự nghiệp KHCN,Tổng liên đoàn LĐ Việt Nam,"13,555"
921,2005,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tổng liên đoàn LĐ Việt Nam,124
922,2005,Chi thường xuyên,Chi đảm bảo xã hội,Tổng liên đoàn LĐ Việt Nam,790
923,2005,Chi thường xuyên,Chi sự nghiệp Kinh tế,Tổng liên đoàn LĐ Việt Nam,"2,800"
924,2005,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tổng liên đoàn LĐ Việt Nam,"21,839"
925,2005,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tổng liên đoàn LĐ Việt Nam,170
926,2005,Chi thường xuyên,Chi khác,Tổng liên đoàn LĐ Việt Nam,0
927,2005,Chi chương trình mục tiêu,,Tổng liên đoàn LĐ Việt Nam,"7,500"
928,2005,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,TW Đoàn Thanh niên CS HCM,"88,987"
929,2005,Chi đầu tư phát triển,Chi ĐTPT khác,TW Đoàn Thanh niên CS HCM,
930,2005,Chi đầu tư phát triển,Chi dự trữ quốc gia,TW Đoàn Thanh niên CS HCM,
931,2005,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",TW Đoàn Thanh niên CS HCM,"5,176"
932,2005,Chi thường xuyên,Chi sự nghiệp Y tế,TW Đoàn Thanh niên CS HCM,0
933,2005,Chi thường xuyên,Chi sự nghiệp KHCN,TW Đoàn Thanh niên CS HCM,"1,970"
934,2005,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",TW Đoàn Thanh niên CS HCM,401
935,2005,Chi thường xuyên,Chi đảm bảo xã hội,TW Đoàn Thanh niên CS HCM,"1,300"
936,2005,Chi thường xuyên,Chi sự nghiệp Kinh tế,TW Đoàn Thanh niên CS HCM,500
937,2005,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",TW Đoàn Thanh niên CS HCM,"32,402"
938,2005,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,TW Đoàn Thanh niên CS HCM,285
939,2005,Chi thường xuyên,Chi khác,TW Đoàn Thanh niên CS HCM,0
940,2005,Chi chương trình mục tiêu,,TW Đoàn Thanh niên CS HCM,"23,347"
941,2005,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội LH phụ nữ Việt Nam,"51,231"
942,2005,Chi đầu tư phát triển,Chi ĐTPT khác,Hội LH phụ nữ Việt Nam,
943,2005,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội LH phụ nữ Việt Nam,
944,2005,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội LH phụ nữ Việt Nam,"3,706"
945,2005,Chi thường xuyên,Chi sự nghiệp Y tế,Hội LH phụ nữ Việt Nam,0
946,2005,Chi thường xuyên,Chi sự nghiệp KHCN,Hội LH phụ nữ Việt Nam,"1,058"
947,2005,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội LH phụ nữ Việt Nam,"2,090"
948,2005,Chi thường xuyên,Chi đảm bảo xã hội,Hội LH phụ nữ Việt Nam,637
949,2005,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội LH phụ nữ Việt Nam,260
950,2005,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội LH phụ nữ Việt Nam,"12,745"
951,2005,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội LH phụ nữ Việt Nam,185
952,2005,Chi thường xuyên,Chi khác,Hội LH phụ nữ Việt Nam,0
953,2005,Chi chương trình mục tiêu,,Hội LH phụ nữ Việt Nam,"10,960"
954,2005,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội Nông dân Việt Nam,"33,526"
955,2005,Chi đầu tư phát triển,Chi ĐTPT khác,Hội Nông dân Việt Nam,
956,2005,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội Nông dân Việt Nam,
957,2005,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội Nông dân Việt Nam,"1,490"
958,2005,Chi thường xuyên,Chi sự nghiệp Y tế,Hội Nông dân Việt Nam,0
959,2005,Chi thường xuyên,Chi sự nghiệp KHCN,Hội Nông dân Việt Nam,"2,500"
960,2005,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội Nông dân Việt Nam,0
961,2005,Chi thường xuyên,Chi đảm bảo xã hội,Hội Nông dân Việt Nam,470
962,2005,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội Nông dân Việt Nam,900
963,2005,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội Nông dân Việt Nam,"13,525"
964,2005,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội Nông dân Việt Nam,0
965,2005,Chi thường xuyên,Chi khác,Hội Nông dân Việt Nam,0
966,2005,Chi chương trình mục tiêu,,Hội Nông dân Việt Nam,"15,428"
967,2005,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội cựu chiến binh Việt Nam,"3,058"
968,2005,Chi đầu tư phát triển,Chi ĐTPT khác,Hội cựu chiến binh Việt Nam,
969,2005,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội cựu chiến binh Việt Nam,
970,2005,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội cựu chiến binh Việt Nam,0
971,2005,Chi thường xuyên,Chi sự nghiệp Y tế,Hội cựu chiến binh Việt Nam,0
972,2005,Chi thường xuyên,Chi sự nghiệp KHCN,Hội cựu chiến binh Việt Nam,0
973,2005,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội cựu chiến binh Việt Nam,0
974,2005,Chi thường xuyên,Chi đảm bảo xã hội,Hội cựu chiến binh Việt Nam,861
975,2005,Chi thường xuyên,Chi sự nghiệp Kinh tế,Hội cựu chiến binh Việt Nam,0
976,2005,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội cựu chiến binh Việt Nam,"5,444"
977,2005,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội cựu chiến binh Việt Nam,150
978,2005,Chi thường xuyên,Chi khác,Hội cựu chiến binh Việt Nam,0
979,2005,Chi chương trình mục tiêu,,Hội cựu chiến binh Việt Nam,"3,350"
980,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Quốc hội,"34,090"
981,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Văn phòng Quốc hội,
982,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Quốc hội,
983,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Quốc hội,0
984,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Quốc hội,0
985,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Quốc hội,"1,819"
986,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Quốc hội,0
987,2006,Chi thường xuyên,Chi đảm bảo xã hội,Văn phòng Quốc hội,0
988,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Quốc hội,0
989,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Quốc hội,"278,286"
990,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Quốc hội,0
991,2006,Chi thường xuyên,Chi khác,Văn phòng Quốc hội,0
992,2006,Chi chương trình mục tiêu,,Văn phòng Quốc hội,0
993,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Ban Tài chính Quản trị Trung ương,"108,226"
994,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Ban Tài chính Quản trị Trung ương,"2,520"
995,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Ban Tài chính Quản trị Trung ương,
996,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Ban Tài chính Quản trị Trung ương,"1,150"
997,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Ban Tài chính Quản trị Trung ương,0
998,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Ban Tài chính Quản trị Trung ương,"8,282"
999,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Ban Tài chính Quản trị Trung ương,0
1000,2006,Chi thường xuyên,Chi đảm bảo xã hội,Ban Tài chính Quản trị Trung ương,0
1001,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Ban Tài chính Quản trị Trung ương,"24,902"
1002,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Ban Tài chính Quản trị Trung ương,"425,848"
1003,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Ban Tài chính Quản trị Trung ương,0
1004,2006,Chi thường xuyên,Chi khác,Ban Tài chính Quản trị Trung ương,0
1005,2006,Chi chương trình mục tiêu,,Ban Tài chính Quản trị Trung ương,"1,574"
1006,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Chính phủ,"54,410"
1007,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Văn phòng Chính phủ,
1008,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Chính phủ,
1009,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Chính phủ,373
1010,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Chính phủ,0
1011,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Chính phủ,314
1012,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Chính phủ,0
1013,2006,Chi thường xuyên,Chi đảm bảo xã hội,Văn phòng Chính phủ,0
1014,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Chính phủ,0
1015,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Chính phủ,"541,109"
1016,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Chính phủ,0
1017,2006,Chi thường xuyên,Chi khác,Văn phòng Chính phủ,0
1018,2006,Chi chương trình mục tiêu,,Văn phòng Chính phủ,0
1019,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Chủ tịch nước,533
1020,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Văn phòng Chủ tịch nước,
1021,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Chủ tịch nước,
1022,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Chủ tịch nước,85
1023,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Chủ tịch nước,0
1024,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Chủ tịch nước,0
1025,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Chủ tịch nước,0
1026,2006,Chi thường xuyên,Chi đảm bảo xã hội,Văn phòng Chủ tịch nước,0
1027,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Chủ tịch nước,0
1028,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Chủ tịch nước,"34,503"
1029,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Chủ tịch nước,0
1030,2006,Chi thường xuyên,Chi khác,Văn phòng Chủ tịch nước,0
1031,2006,Chi chương trình mục tiêu,,Văn phòng Chủ tịch nước,0
1032,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tòa án nhân dân tối cao,"310,094"
1033,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Tòa án nhân dân tối cao,
1034,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Tòa án nhân dân tối cao,
1035,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tòa án nhân dân tối cao,"6,452"
1036,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Tòa án nhân dân tối cao,0
1037,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Tòa án nhân dân tối cao,"1,197"
1038,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tòa án nhân dân tối cao,0
1039,2006,Chi thường xuyên,Chi đảm bảo xã hội,Tòa án nhân dân tối cao,560
1040,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Tòa án nhân dân tối cao,0
1041,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tòa án nhân dân tối cao,"526,582"
1042,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tòa án nhân dân tối cao,0
1043,2006,Chi thường xuyên,Chi khác,Tòa án nhân dân tối cao,0
1044,2006,Chi chương trình mục tiêu,,Tòa án nhân dân tối cao,100
1045,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Viện Kiểm sát nhân dân tối cao,"134,311"
1046,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Viện Kiểm sát nhân dân tối cao,
1047,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Viện Kiểm sát nhân dân tối cao,
1048,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Viện Kiểm sát nhân dân tối cao,"14,180"
1049,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Viện Kiểm sát nhân dân tối cao,0
1050,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Viện Kiểm sát nhân dân tối cao,"1,740"
1051,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Viện Kiểm sát nhân dân tối cao,0
1052,2006,Chi thường xuyên,Chi đảm bảo xã hội,Viện Kiểm sát nhân dân tối cao,580
1053,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Viện Kiểm sát nhân dân tối cao,0
1054,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Viện Kiểm sát nhân dân tối cao,"545,850"
1055,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Viện Kiểm sát nhân dân tối cao,0
1056,2006,Chi thường xuyên,Chi khác,Viện Kiểm sát nhân dân tối cao,0
1057,2006,Chi chương trình mục tiêu,,Viện Kiểm sát nhân dân tối cao,950
1058,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Công an,"1,217,397"
1059,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Công an,
1060,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Công an,"82,135"
1061,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Công an,"13,740"
1062,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Công an,0
1063,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Công an,"5,054"
1064,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Công an,"5,848"
1065,2006,Chi thường xuyên,Chi đảm bảo xã hội,Bộ Công an,"37,499"
1066,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Công an,"43,386"
1067,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Công an,"137,791"
1068,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Công an,370
1069,2006,Chi thường xuyên,Chi khác,Bộ Công an,"9,878,553"
1070,2006,Chi chương trình mục tiêu,,Bộ Công an,"33,346"
1071,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Quốc phòng,"1,963,266"
1072,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Quốc phòng,"791,989"
1073,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Quốc phòng,"108,245"
1074,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Quốc phòng,"52,936"
1075,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Quốc phòng,"22,086"
1076,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Quốc phòng,"49,780"
1077,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Quốc phòng,"12,383"
1078,2006,Chi thường xuyên,Chi đảm bảo xã hội,Bộ Quốc phòng,"106,674"
1079,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Quốc phòng,"59,255"
1080,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Quốc phòng,"100,222"
1081,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Quốc phòng,"1,300"
1082,2006,Chi thường xuyên,Chi khác,Bộ Quốc phòng,"21,891,994"
1083,2006,Chi chương trình mục tiêu,,Bộ Quốc phòng,"279,534"
1084,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Ngoại giao,"14,840"
1085,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Ngoại giao,839
1086,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Ngoại giao,
1087,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Ngoại giao,"7,571"
1088,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Ngoại giao,0
1089,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Ngoại giao,"2,286"
1090,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Ngoại giao,0
1091,2006,Chi thường xuyên,Chi đảm bảo xã hội,Bộ Ngoại giao,9
1092,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Ngoại giao,"5,154"
1093,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Ngoại giao,"523,293"
1094,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Ngoại giao,100
1095,2006,Chi thường xuyên,Chi khác,Bộ Ngoại giao,0
1096,2006,Chi chương trình mục tiêu,,Bộ Ngoại giao,0
1097,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Tư pháp,"83,736"
1098,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Tư pháp,
1099,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Tư pháp,
1100,2006,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Tư pháp,"36,631"
1101,2006,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Tư pháp,0
1102,2006,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Tư pháp,"3,897"
1103,2006,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Tư pháp,0
1104,2006,Chi thường xuyên,Chi đảm bảo xã hội,Bộ Tư pháp,712
1105,2006,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Tư pháp,281
1106,2006,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Tư pháp,"562,787"
1107,2006,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Tư pháp,80
1108,2006,Chi thường xuyên,Chi khác,Bộ Tư pháp,0
1109,2006,Chi chương trình mục tiêu,,Bộ Tư pháp,750
1110,2006,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Tài chính,"93,965"
1111,2006,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Tài chính,
1112,2006,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Tài chính,"179,469"
